GenderSelect,Country,Age,EmploymentStatus,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,MajorSelect,CompensationAmount,CompensationCurrency,
Male,India,37,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Computer Science,1600000.00,INR,
Male,India,37,Employed full-time,Business Analyst,SQL,Bachelor's degree,Mathematics or statistics,1624400.00,INR,
Female,India,28,Employed full-time,Data Analyst,Scala,Bachelor's degree,Engineering (non-computer focused),1650000.00,INR,
Male,India,21,Employed full-time,Researcher,Python,Bachelor's degree,Computer Science,1800000.00,INR,
Male,India,30,Employed full-time,Predictive Modeler,R,Bachelor's degree,Engineering (non-computer focused),1800000.00,INR,
Male,India,33,"Independent contractor, freelancer, or self-employed",Other,R,Bachelor's degree,Computer Science,1850000.00,INR,
Male,India,28,Employed full-time,Predictive Modeler,Python,Bachelor's degree,Engineering (non-computer focused),1900000.00,INR,
Male,India,29,Employed full-time,Data Analyst,R,Bachelor's degree,Engineering (non-computer focused),1900000.00,INR,
Male,India,23,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,2000000.00,INR,
Male,India,23,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Computer Science,2000000.00,INR,
Male,India,27,Employed full-time,Data Scientist,Python,Bachelor's degree,Computer Science,2000000.00,INR,
Male,India,28,Employed full-time,Business Analyst,Python,Bachelor's degree,Engineering (non-computer focused),2000000.00,INR,
Male,India,32,Employed full-time,Computer Scientist,Python,Bachelor's degree,Computer Science,2000000.00,INR,
Male,India,35,Employed full-time,DBA/Database Engineer,Scala,Bachelor's degree,Electrical Engineering,2000000.00,INR,
Male,India,39,Employed full-time,Engineer,Python,Bachelor's degree,Computer Science,2000000.00,INR,
Male,India,44,Employed full-time,Data Scientist,R,Bachelor's degree,Management information systems,2000000.00,INR,
Male,India,29,Employed full-time,Data Scientist,Python,Bachelor's degree,Computer Science,2100000.00,INR,
Male,India,32,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Computer Science,2100000.00,INR,
Male,India,32,Employed full-time,Business Analyst,Python,Bachelor's degree,Engineering (non-computer focused),2200000.00,INR,
Male,India,37,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Other,2200000.00,INR,
Male,India,23,Employed full-time,Scientist/Researcher,Python,Bachelor's degree,Computer Science,2250000.00,INR,
Male,India,32,Employed full-time,Data Analyst,R,Bachelor's degree,Engineering (non-computer focused),2300000.00,INR,
Male,India,29,Employed full-time,Data Scientist,R,Bachelor's degree,Electrical Engineering,2400000.00,INR,
Male,India,30,Employed full-time,Data Scientist,R,Bachelor's degree,Engineering (non-computer focused),2400000.00,INR,
Male,India,30,Employed full-time,Engineer,Python,Bachelor's degree,Computer Science,2500000.00,INR,
Male,India,32,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,2500000.00,INR,
Male,India,28,"Independent contractor, freelancer, or self-employed",Data Scientist,Python,Bachelor's degree,Engineering (non-computer focused),2500000.00,INR,
Male,India,40,Employed full-time,Other,R,Bachelor's degree,Engineering (non-computer focused),2600000.00,INR,
Male,India,42,Employed full-time,Other,R,Bachelor's degree,Engineering (non-computer focused),2600000.00,INR,
Male,India,35,Employed full-time,Data Scientist,Python,Bachelor's degree,Electrical Engineering,2900000.00,INR,
Female,India,30,Employed full-time,Other,R,Bachelor's degree,Management information systems,3000000.00,INR,
Male,India,36,Employed full-time,Other,Python,Bachelor's degree,Engineering (non-computer focused),3000000.00,INR,
Male,India,25,Employed full-time,Data Scientist,Python,Bachelor's degree,Computer Science,3100000.00,INR,
Male,India,27,Employed full-time,Data Scientist,Python,Bachelor's degree,"Information technology, networking, or system administration",3300000.00,INR,
Male,India,33,Employed full-time,Statistician,Python,Bachelor's degree,Engineering (non-computer focused),3500000.00,INR,
Male,India,44,Employed full-time,Machine Learning Engineer,R,Bachelor's degree,Engineering (non-computer focused),3760000.00,INR,
Male,India,29,Employed full-time,Other,Python,Bachelor's degree,Engineering (non-computer focused),4000000.00,INR,
Male,India,36,Employed full-time,Other,Python,Bachelor's degree,Computer Science,4000000.00,INR,
Male,India,39,Employed full-time,DBA/Database Engineer,SQL,Bachelor's degree,Engineering (non-computer focused),4800000.00,INR,
Male,India,43,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Electrical Engineering,5600000.00,INR,
Male,India,32,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Electrical Engineering,6000000.00,INR,
Male,India,29,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,9000000.00,INR,
Male,India,27,Employed full-time,Software Developer/Software Engineer,SQL,Bachelor's degree,Engineering (non-computer focused),10000000.00,INR,
Male,India,25,Employed full-time,Software Developer/Software Engineer,Scala,Bachelor's degree,Computer Science,23000000.00,INR,
Male,Iran,21,"Independent contractor, freelancer, or self-employed",Scientist/Researcher,Python,Bachelor's degree,Computer Science,12000000.00,IRR,
Male,Iran,24,Employed part-time,Researcher,Python,Bachelor's degree,Computer Science,24000000.00,IRR,
Male,Iran,25,Employed full-time,Engineer,C/C++/C#,Bachelor's degree,Computer Science,800000000.00,IRR,
Male,Japan,32,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Computer Science,500000.00,JPY,
Male,Japan,32,Employed part-time,Programmer,Python,Bachelor's degree,Computer Science,3500000.00,JPY,
Male,Japan,28,Employed full-time,Engineer,Python,Bachelor's degree,Computer Science,3800000.00,JPY,
Male,Japan,22,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Electrical Engineering,4500000.00,JPY,
Male,Japan,67,Employed full-time,Data Scientist,R,Bachelor's degree,Mathematics or statistics,5000000.00,JPY,
Male,Japan,28,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,5500000.00,JPY,
Male,Japan,27,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,A social science,6000000.00,JPY,
Male,Japan,42,Employed full-time,Other,Python,Bachelor's degree,Other,6500000.00,JPY,
Male,Japan,40,Employed full-time,Engineer,Python,Bachelor's degree,Electrical Engineering,7000000.00,JPY,
Male,Japan,37,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,8000000.00,JPY,
Male,Japan,51,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Other,8000000.00,JPY,
Male,Japan,33,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Computer Science,9000000.00,JPY,
Male,Japan,36,Employed full-time,Business Analyst,Python,Bachelor's degree,Other,9000000.00,JPY,
Male,Japan,29,Employed full-time,Engineer,Python,Bachelor's degree,Other,9300000.00,JPY,
Male,Japan,32,Employed full-time,Data Scientist,Scala,Bachelor's degree,A social science,10000000.00,JPY,
Male,Kenya,23,Employed full-time,Data Analyst,R,Bachelor's degree,Mathematics or statistics,20000.00,KES,
Male,Kenya,26,"Independent contractor, freelancer, or self-employed",Engineer,C/C++/C#,Bachelor's degree,Engineering (non-computer focused),30000.00,KES,
Male,Kenya,28,Employed full-time,Data Analyst,R,Bachelor's degree,"Information technology, networking, or system administration",75000.00,KES,
Female,Kenya,25,Employed full-time,DBA/Database Engineer,Python,Bachelor's degree,Mathematics or statistics,86905.00,KES,
Male,Kenya,21,Employed full-time,Data Analyst,R,Bachelor's degree,Mathematics or statistics,120000.00,KES,
Male,Kenya,30,Employed full-time,Other,R,Bachelor's degree,Other,120000.00,KES,
Male,Kenya,24,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Other,600000.00,KES,
Male,Kenya,24,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Other,1200000.00,KES,
Male,Kenya,26,Employed full-time,Data Scientist,Python,Bachelor's degree,Computer Science,3000000.00,KES,
Male,South Korea,26,Employed full-time,Researcher,Python,Bachelor's degree,Electrical Engineering,7200000.00,KRW,
Male,South Korea,27,Employed full-time,Business Analyst,SQL,Bachelor's degree,Mathematics or statistics,40000000.00,KRW,
Male,South Korea,32,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,42000000.00,KRW,
Male,South Korea,38,Employed full-time,Programmer,Python,Bachelor's degree,Computer Science,66000000.00,KRW,
Male,Mexico,27,Employed full-time,Business Analyst,R,Bachelor's degree,Engineering (non-computer focused),12000.00,MXN,
Male,Mexico,31,Employed full-time,Data Analyst,R,Bachelor's degree,Mathematics or statistics,18000.00,MXN,
Male,Mexico,29,Employed full-time,Predictive Modeler,C/C++/C#,Bachelor's degree,Mathematics or statistics,25000.00,MXN,
Male,Mexico,21,Employed full-time,Engineer,Other,Bachelor's degree,Other,30000.00,MXN,
Male,Mexico,32,Employed full-time,Scientist/Researcher,R,Bachelor's degree,Mathematics or statistics,35000.00,MXN,
Male,Mexico,28,Employed full-time,Machine Learning Engineer,R,Bachelor's degree,Mathematics or statistics,40000.00,MXN,
Male,Mexico,39,Employed full-time,Data Analyst,R,Bachelor's degree,Mathematics or statistics,44000.00,MXN,
Male,Mexico,22,Employed full-time,Data Analyst,R,Bachelor's degree,"Information technology, networking, or system administration",240000.00,MXN,
Male,Mexico,26,Employed full-time,Data Scientist,Python,Bachelor's degree,Mathematics or statistics,264000.00,MXN,
Male,Mexico,26,Employed full-time,Data Analyst,Python,Bachelor's degree,Mathematics or statistics,270000.00,MXN,
Male,Mexico,36,Employed full-time,Data Miner,Python,Bachelor's degree,Mathematics or statistics,300000.00,MXN,
Male,Mexico,26,Employed full-time,Business Analyst,C/C++/C#,Bachelor's degree,"Information technology, networking, or system administration",325000.00,MXN,
Male,Mexico,27,Employed full-time,Data Analyst,Python,Bachelor's degree,"Information technology, networking, or system administration",360000.00,MXN,
Male,Mexico,23,Employed full-time,Data Scientist,R,Bachelor's degree,Mathematics or statistics,371800.00,MXN,
Male,Mexico,31,Employed full-time,Software Developer/Software Engineer,C/C++/C#,Bachelor's degree,Mathematics or statistics,380000.00,MXN,
Male,Mexico,28,Employed full-time,Data Scientist,Python,Bachelor's degree,Mathematics or statistics,500000.00,MXN,
Male,Mexico,30,Employed full-time,Data Scientist,R,Bachelor's degree,Mathematics or statistics,540000.00,MXN,
Male,Mexico,38,Employed full-time,Other,R,Bachelor's degree,Mathematics or statistics,720000.00,MXN,
Male,Malaysia,26,Employed full-time,Data Analyst,Python,Bachelor's degree,Computer Science,36000.00,MYR,
Male,Malaysia,24,Employed full-time,DBA/Database Engineer,Python,Bachelor's degree,Computer Science,52000.00,MYR,
Male,Malaysia,24,Employed full-time,Data Scientist,Python,Bachelor's degree,Other,60000.00,MYR,
Male,Malaysia,44,Employed full-time,Data Scientist,R,Bachelor's degree,"Information technology, networking, or system administration",99600.00,MYR,
Male,Malaysia,29,Employed full-time,Data Analyst,Python,Bachelor's degree,Mathematics or statistics,104000.00,MYR,
Male,Malaysia,29,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,120000.00,MYR,
Male,Malaysia,50,"Independent contractor, freelancer, or self-employed",Data Analyst,R,Bachelor's degree,Other,150000.00,MYR,
Male,Malaysia,45,Employed full-time,Engineer,Python,Bachelor's degree,Computer Science,160000.00,MYR,
Male,Nigeria,30,"Independent contractor, freelancer, or self-employed",Data Scientist,Python,Bachelor's degree,Other,50000.00,NGN,
Female,Nigeria,24,Employed full-time,Other,Python,Bachelor's degree,Electrical Engineering,200000.00,NGN,
Male,Nigeria,29,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Engineering (non-computer focused),240000.00,NGN,
Male,Nigeria,28,Employed full-time,Data Analyst,Python,Bachelor's degree,Physics,3000000.00,NGN,
Male,Nigeria,31,Employed full-time,Data Analyst,Other,Bachelor's degree,Electrical Engineering,6000000.00,NGN,
Male,Nigeria,42,Employed full-time,Engineer,Python,Bachelor's degree,Electrical Engineering,10000000.00,NGN,
Male,Norway,34,Employed full-time,Data Analyst,Python,Bachelor's degree,Management information systems,540000.00,NOK,
Male,New Zealand,25,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Engineering (non-computer focused),45000.00,NZD,
Male,New Zealand,28,Employed full-time,Data Analyst,R,Bachelor's degree,Mathematics or statistics,72000.00,NZD,
Male,New Zealand,39,Employed full-time,Computer Scientist,Python,Bachelor's degree,Computer Science,80000.00,NZD,
Male,New Zealand,28,"Independent contractor, freelancer, or self-employed",Machine Learning Engineer,Python,Bachelor's degree,A health science,80000.00,NZD,
Male,New Zealand,30,Employed full-time,Data Analyst,R,Bachelor's degree,Computer Science,90000.00,NZD,
Male,Philippines,25,Employed full-time,Software Developer/Software Engineer,R,Bachelor's degree,Engineering (non-computer focused),20000.00,PHP,
Female,Philippines,22,Employed full-time,Data Analyst,R,Bachelor's degree,Mathematics or statistics,23000.00,PHP,
Male,Philippines,23,Employed full-time,Data Analyst,Python,Bachelor's degree,Computer Science,55000.00,PHP,
Female,Philippines,26,Employed full-time,Statistician,R,Bachelor's degree,Mathematics or statistics,60000.00,PHP,
A different identity,Philippines,26,"Independent contractor, freelancer, or self-employed",Predictive Modeler,Python,Bachelor's degree,Mathematics or statistics,715000.00,PHP,
Male,Philippines,25,Employed full-time,Software Developer/Software Engineer,SQL,Bachelor's degree,Computer Science,720000.00,PHP,
Male,Philippines,29,Employed full-time,Data Scientist,Python,Bachelor's degree,A social science,1000000.00,PHP,
Male,Philippines,32,Employed full-time,DBA/Database Engineer,R,Bachelor's degree,Electrical Engineering,1000000.00,PHP,
A different identity,Philippines,28,"Independent contractor, freelancer, or self-employed",Business Analyst,SQL,Bachelor's degree,A social science,1200000.00,PHP,
Male,Philippines,23,Employed full-time,Business Analyst,Python,Bachelor's degree,Engineering (non-computer focused),1950000.00,PHP,
Male,Pakistan,25,Employed full-time,Machine Learning Engineer,R,Bachelor's degree,Electrical Engineering,40000.00,PKR,
Male,Pakistan,25,Employed part-time,Programmer,R,Bachelor's degree,Computer Science,50000.00,PKR,
Male,Pakistan,24,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,65000.00,PKR,
Male,Pakistan,23,Employed full-time,Software Developer/Software Engineer,R,Bachelor's degree,Computer Science,700000.00,PKR,
Male,Pakistan,24,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Computer Science,720000.00,PKR,
Male,Pakistan,24,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,800000.00,PKR,
Male,Pakistan,24,Employed full-time,Data Scientist,Python,Bachelor's degree,Computer Science,960000.00,PKR,
Male,Pakistan,28,"Independent contractor, freelancer, or self-employed",Software Developer/Software Engineer,SAS,Bachelor's degree,"Information technology, networking, or system administration",1200000.00,PKR,
Female,Poland,23,Employed part-time,Data Scientist,SAS,Bachelor's degree,Mathematics or statistics,20000.00,PLN,
Male,Poland,21,Employed part-time,Data Scientist,R,Bachelor's degree,Other,43200.00,PLN,
Male,Poland,21,Employed full-time,Data Scientist,Python,Bachelor's degree,Computer Science,50000.00,PLN,
Male,Poland,22,Employed full-time,Data Analyst,Python,Bachelor's degree,Other,66000.00,PLN,
Male,Poland,27,Employed full-time,Data Analyst,R,Bachelor's degree,Other,112195.00,PLN,
Male,Poland,27,Employed full-time,Data Scientist,Python,Bachelor's degree,Mathematics or statistics,120000.00,PLN,
Male,Poland,34,Employed full-time,Data Scientist,R,Bachelor's degree,Other,120000.00,PLN,
Male,Poland,41,"Independent contractor, freelancer, or self-employed",Machine Learning Engineer,Julia,Bachelor's degree,Computer Science,150000.00,PLN,
Male,Russia,22,Employed full-time,Predictive Modeler,Python,Bachelor's degree,Computer Science,30000.00,RUB,
Male,Russia,23,Employed full-time,Data Scientist,C/C++/C#,Bachelor's degree,Computer Science,30000.00,RUB,
Male,Russia,21,Employed part-time,Data Scientist,Python,Bachelor's degree,Computer Science,30000.00,RUB,
Male,Russia,22,Employed full-time,Programmer,Python,Bachelor's degree,"Information technology, networking, or system administration",33000.00,RUB,
Male,Russia,23,Employed full-time,Programmer,Python,Bachelor's degree,Computer Science,35000.00,RUB,
Male,Russia,21,Employed part-time,Computer Scientist,Python,Bachelor's degree,Computer Science,60000.00,RUB,
Male,Russia,26,"Independent contractor, freelancer, or self-employed",Machine Learning Engineer,Python,Bachelor's degree,Computer Science,60000.00,RUB,
Male,Russia,30,Employed full-time,Computer Scientist,R,Bachelor's degree,"Information technology, networking, or system administration",90000.00,RUB,
Male,Russia,25,Employed full-time,Data Scientist,Python,Bachelor's degree,A social science,130000.00,RUB,
Male,Russia,41,Employed full-time,Data Scientist,Python,Bachelor's degree,Engineering (non-computer focused),150000.00,RUB,
Female,Russia,24,Employed full-time,Data Scientist,Python,Bachelor's degree,Mathematics or statistics,420000.00,RUB,
Female,Russia,22,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,450000.00,RUB,
Male,Russia,22,Employed full-time,Computer Scientist,Haskell,Bachelor's degree,Computer Science,528000.00,RUB,
Male,Russia,22,Employed full-time,Data Analyst,Python,Bachelor's degree,"Information technology, networking, or system administration",624000.00,RUB,
Female,Russia,22,Employed full-time,Data Scientist,Java,Bachelor's degree,Computer Science,624000.00,RUB,
Female,Russia,21,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Other,720000.00,RUB,
Male,Russia,25,Employed full-time,Data Analyst,R,Bachelor's degree,Other,720000.00,RUB,
Male,Russia,36,Employed part-time,Data Scientist,Python,Bachelor's degree,Mathematics or statistics,720000.00,RUB,
Male,Russia,23,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,1020000.00,RUB,
Male,Russia,33,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Other,1200000.00,RUB,
Male,Russia,23,Employed full-time,Data Analyst,Python,Bachelor's degree,Biology,1320000.00,RUB,
Male,Russia,21,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Computer Science,1400000.00,RUB,
Male,Russia,23,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,2289008.00,RUB,
Male,Russia,31,Employed full-time,Predictive Modeler,Python,Bachelor's degree,Mathematics or statistics,3458000.00,RUB,
Female,Singapore,25,Employed full-time,Business Analyst,Python,Bachelor's degree,Mathematics or statistics,55000.00,SDG,
Male,Sweden,42,"Independent contractor, freelancer, or self-employed",Other,Python,Bachelor's degree,Electrical Engineering,384000.00,SEK,
Male,Sweden,25,Employed full-time,Data Scientist,Python,Bachelor's degree,Computer Science,400000.00,SEK,
Male,Sweden,50,Employed full-time,Data Analyst,Python,Bachelor's degree,Electrical Engineering,650000.00,SEK,
Male,Singapore,23,Employed part-time,Other,R,Bachelor's degree,Mathematics or statistics,6000.00,SGD,
Male,Singapore,24,Employed full-time,Data Scientist,Python,Bachelor's degree,Engineering (non-computer focused),50000.00,SGD,
Male,Singapore,25,Employed full-time,Data Analyst,Python,Bachelor's degree,Mathematics or statistics,54000.00,SGD,
Male,Singapore,26,Employed full-time,Researcher,R,Bachelor's degree,Mathematics or statistics,60000.00,SGD,
Male,Singapore,38,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Engineering (non-computer focused),60000.00,SGD,
Male,Singapore,29,Employed full-time,Data Analyst,Python,Bachelor's degree,Management information systems,75000.00,SGD,
Male,Singapore,30,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Mathematics or statistics,78300.00,SGD,
Male,Singapore,31,Employed full-time,Data Scientist,Python,Bachelor's degree,Engineering (non-computer focused),95000.00,SGD,
Male,Singapore,34,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,96000.00,SGD,
Male,Singapore,28,Employed full-time,Data Scientist,Python,Bachelor's degree,Engineering (non-computer focused),100000.00,SGD,
Male,Singapore,33,Employed full-time,DBA/Database Engineer,Python,Bachelor's degree,Electrical Engineering,102000.00,SGD,
Male,Singapore,35,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Electrical Engineering,120000.00,SGD,
Female,Turkey,24,Employed full-time,Data Analyst,Python,Bachelor's degree,Computer Science,8000.00,TRY,
Male,Turkey,29,Employed full-time,Data Analyst,R,Bachelor's degree,Psychology,35000.00,TRY,
Male,Turkey,24,Employed full-time,Data Scientist,Python,Bachelor's degree,A social science,40000.00,TRY,
Male,Turkey,24,Employed full-time,Data Analyst,R,Bachelor's degree,Other,45000.00,TRY,
Male,Turkey,26,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Electrical Engineering,54000.00,TRY,
Male,Turkey,27,Employed full-time,Scientist/Researcher,Python,Bachelor's degree,Computer Science,54000.00,TRY,
Male,Turkey,25,Employed full-time,Data Miner,Python,Bachelor's degree,Computer Science,57000.00,TRY,
A different identity,Turkey,25,Employed full-time,Data Analyst,SQL,Bachelor's degree,Other,60000.00,TRY,
Male,Turkey,32,Employed full-time,Other,Python,Bachelor's degree,Computer Science,60000.00,TRY,
Female,Turkey,27,Employed full-time,Data Analyst,Python,Bachelor's degree,Computer Science,80000.00,TRY,
Male,Turkey,39,Employed full-time,Data Analyst,Python,Bachelor's degree,A social science,120000.00,TRY,
Male,Turkey,47,Employed full-time,Predictive Modeler,C/C++/C#,Bachelor's degree,Engineering (non-computer focused),150000.00,TRY,
Male,Taiwan,23,Employed part-time,Software Developer/Software Engineer,R,Bachelor's degree,Computer Science,16000.00,TWD,
Female,Taiwan,23,Employed full-time,Data Analyst,Python,Bachelor's degree,A social science,30000.00,TWD,
Male,Taiwan,21,"Independent contractor, freelancer, or self-employed",Software Developer/Software Engineer,Python,Bachelor's degree,Computer Science,30000.00,TWD,
Male,Taiwan,38,Employed full-time,Engineer,Python,Bachelor's degree,Computer Science,65000.00,TWD,
Male,Taiwan,21,Employed part-time,Machine Learning Engineer,Python,Bachelor's degree,Computer Science,180000.00,TWD,
Male,Taiwan,28,"Independent contractor, freelancer, or self-employed",Machine Learning Engineer,Python,Bachelor's degree,A social science,700000.00,TWD,
Male,Taiwan,30,Employed full-time,Other,Python,Bachelor's degree,Management information systems,800000.00,TWD,
Male,Taiwan,46,Employed full-time,Computer Scientist,Python,Bachelor's degree,Engineering (non-computer focused),1800000.00,TWD,
Male,Taiwan,42,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,Management information systems,2000000.00,TWD,
Male,Ukraine,21,Employed full-time,Data Scientist,R,Bachelor's degree,A social science,300000.00,UAH,
Male,Ukraine,21,Employed full-time,Data Analyst,R,Bachelor's degree,Mathematics or statistics,360000.00,UAH,
Male,Colombia,27,Employed part-time,Scientist/Researcher,Python,Bachelor's degree,Computer Science,28000.00,USD,
Male,United States,27,Employed full-time,Scientist/Researcher,Python,Bachelor's degree,Other,29000.00,USD,
Male,United States,28,Employed full-time,Scientist/Researcher,R,Bachelor's degree,Biology,29000.00,USD,
Male,United States,25,Employed full-time,Scientist/Researcher,R,Bachelor's degree,Biology,30000.00,USD,
Male,Pakistan,36,Employed full-time,Programmer,R,Bachelor's degree,Computer Science,30000.00,USD,
A different identity,United States,28,"Independent contractor, freelancer, or self-employed",Statistician,Python,Bachelor's degree,Mathematics or statistics,30000.00,USD,
Male,United States,25,Employed full-time,Researcher,Python,Bachelor's degree,Engineering (non-computer focused),33000.00,USD,
Male,United States,24,Employed full-time,Data Analyst,Python,Bachelor's degree,Mathematics or statistics,34000.00,USD,
Male,United States,22,Employed full-time,Researcher,R,Bachelor's degree,Other,35000.00,USD,
Male,United States,26,Employed full-time,Business Analyst,Python,Bachelor's degree,A humanities discipline,35000.00,USD,
Male,United States,25,Employed part-time,Computer Scientist,Python,Bachelor's degree,Computer Science,36000.00,USD,
Female,United States,23,Employed full-time,Scientist/Researcher,Python,Bachelor's degree,Engineering (non-computer focused),37000.00,USD,
Male,United States,22,Employed full-time,Data Analyst,Python,Bachelor's degree,Computer Science,40000.00,USD,
Female,United States,33,Employed full-time,Programmer,Haskell,Bachelor's degree,Fine arts or performing arts,40000.00,USD,
A different identity,United States,51,Employed full-time,Other,Python,Bachelor's degree,Other,42000.00,USD,
Male,United States,21,Employed full-time,Data Scientist,Python,Bachelor's degree,Electrical Engineering,42500.00,USD,
Male,United States,23,Employed full-time,Scientist/Researcher,Python,Bachelor's degree,Biology,45000.00,USD,
Male,United States,22,Employed part-time,Data Scientist,R,Bachelor's degree,Mathematics or statistics,45000.00,USD,
Male,United States,24,Employed full-time,Data Scientist,Python,Bachelor's degree,Other,48000.00,USD,
Male,United States,48,Employed full-time,Software Developer/Software Engineer,Python,Bachelor's degree,"Information technology, networking, or system administration",48000.00,USD,
Female,United States,48,Employed full-time,Data Scientist,SQL,Bachelor's degree,Fine arts or performing arts,49750.00,USD,
Male,United States,23,Employed full-time,Machine Learning Engineer,Python,Bachelor's degree,Mathematics or statistics,50000.00,USD,
Male,United States,23,Employed full-time,Data Analyst,R,Bachelor's degree,A social science,50000.00,USD,
Male,United States,25,Employed full-time,Data Scientist,Python,Bachelor's degree,Mathematics or statistics,50000.00,USD,
Male,United States,25,Employed full-time,Programmer,Python,Bachelor's degree,Computer Science,50000.00,USD,
Male,United States,26,Employed full-time,Data Analyst,Python,Bachelor's degree,Other,50000.00,USD,
Male,United States,26,Employed full-time,Engineer,Python,Bachelor's degree,Mathematics or statistics,50000.00,USD,
Male,United States,26,Employed full-time,Data Analyst,R,Bachelor's degree,Physics,52500.00,USD,
Male,United States,62,Employed full-time,Software Developer/Software Engineer,SQL,Bachelor's degree,Computer Science,53000.00,USD,
Male,United States,23,Employed full-time,Data Analyst,Python,Bachelor's degree,Mathematics or statistics,55000.00,USD,
Male,United States,27,Employed full-time,Other,SQL,Bachelor's degree,Other,55000.00,USD,
Male,United States,29,Employed full-time,Data Analyst,Python,Bachelor's degree,A humanities discipline,55000.00,USD,
Male,United States,23,Employed full-time,Data Analyst,Python,Bachelor's degree,Other,58000.00,USD,
Male,United States,24,Employed full-time,Data Analyst,R,Bachelor's degree,A social science,58000.00,USD,
Female,United States,35,Employed full-time,Data Analyst,R,Bachelor's degree,Mathematics or statistics,58000.00,USD,
Male,United States,22,Employed full-time,Data Scientist,Python,Bachelor's degree,Mathematics or statistics,60000.00,USD,
Male,United States,23,Employed full-time,Data Scientist,R,Bachelor's degree,Mathematics or statistics,60000.00,USD,
Female,United States,24,Employed full-time,Researcher,R,Bachelor's degree,A social science,60000.00,USD,
Male,United States,26,Employed full-time,Data Analyst,Python,Bachelor's degree,Biology,60000.00,USD,
Male,United States,30,Employed full-time,Data Analyst,Python,Bachelor's degree,Computer Science,60000.00,USD,
Male,United States,25,Employed part-time,Data Scientist,Python,Bachelor's degree,A social science,60000.00,USD,
Female,United States,28,"Independent contractor, freelancer, or self-employed",Other,Python,Bachelor's degree,Mathematics or statistics,60000.00,USD,
Male,United States,24,Employed full-time,Engineer,R,Bachelor's degree,Engineering (non-computer focused),62000.00,USD,
Male,United States,27,Employed full-time,Business Analyst,R,Bachelor's degree,Other,62000.00,USD,
Male,United States,39,Employed full-time,Data Analyst,SQL,Bachelor's degree,Other,64000.00,USD,
Male,United States,22,Employed full-time,Data Analyst,Python,Bachelor's degree,Computer Science,65000.00,USD,
Male,United States,22,Employed full-time,Data Analyst,R,Bachelor's degree,A social science,65000.00,USD,
Male,United States,23,Employed full-time,Data Scientist,Python,Bachelor's degree,Physics,65000.00,USD,
Female,United States,26,Employed full-time,Software Developer/Software Engineer,R,Bachelor's degree,Computer Science,65000.00,USD,
Female,United States,31,Employed full-time,Data Analyst,Python,Bachelor's degree,Other,65000.00,USD,
Male,Colombia,38,Employed full-time,Engineer,Python,Bachelor's degree,Electrical Engineering,65000.00,USD,
Female,United States,40,Employed full-time,Business Analyst,SAS,Bachelor's degree,Management information systems,65000.00,USD,
Male,United States,45,Employed full-time,Business Analyst,SQL,Bachelor's degree,Other,65000.00,USD,
Male,United States,30,Employed full-time,Data Analyst,Python,Bachelor's degree,Computer Science,67000.00,USD,
